y,prob_A_raw,prob_A_cal,prob_C_raw,prob_C_cal,decision_A,decision_C
0,0.46112149953842163,0.48444444444444446,0.40697628259658813,0.3989071038251366,Decline,Decline
0,0.4601302444934845,0.48444444444444446,0.5611806511878967,0.5667828106852498,Decline,Decline
0,0.5989989638328552,0.5596590909090909,0.5874486565589905,0.5667828106852498,Decline,Decline
0,0.4290672540664673,0.48444444444444446,0.5651825070381165,0.5667828106852498,Decline,Decline
0,0.6196597218513489,0.5596590909090909,0.4814552068710327,0.48325358851674644,Decline,Decline
0,0.5832647681236267,0.5532994923857869,0.5320244431495667,0.5552050473186118,Decline,Decline
0,0.4260571300983429,0.4322033898305085,0.39461028575897217,0.3989071038251366,Decline,Decline
0,0.3299551010131836,0.3548387096774194,0.35634762048721313,0.3656884875846501,Decline,Decline
0,0.4535357356071472,0.48444444444444446,0.5016791820526123,0.5167785234899329,Decline,Decline
0,0.31218811869621277,0.34219269102990035,0.3224824368953705,0.3607843137254902,Decline,Decline
0,0.3625018000602722,0.37333333333333335,0.45749709010124207,0.4440894568690096,Decline,Decline
0,0.7270638346672058,0.7084548104956269,0.6321004629135132,0.5667828106852498,Decline,Decline
0,0.7296300530433655,0.7084548104956269,0.6568809151649475,0.6386292834890965,Decline,Decline
0,0.5549997687339783,0.5532994923857869,0.6023446917533875,0.5667828106852498,Decline,Decline
0,0.5914987325668335,0.5532994923857869,0.5635352730751038,0.5667828106852498,Decline,Decline
0,0.47594258189201355,0.48444444444444446,0.5465525388717651,0.5667828106852498,Decline,Decline
0,0.6164108514785767,0.5596590909090909,0.4813404083251953,0.48325358851674644,Decline,Decline
0,0.1907074749469757,0.28160919540229884,0.17864209413528442,0.27439024390243905,Decline,Decline
0,0.4771727919578552,0.48444444444444446,0.5032892823219299,0.5167785234899329,Decline,Decline
0,0.6004473567008972,0.5596590909090909,0.5701794624328613,0.5667828106852498,Decline,Decline
0,0.6237300634384155,0.5596590909090909,0.6759475469589233,0.6386292834890965,Decline,Decline
0,0.19498462975025177,0.28160919540229884,0.22804872691631317,0.2823529411764705,Decline,Decline
0,0.35712704062461853,0.3620689655172414,0.397792786359787,0.3989071038251366,Decline,Decline
0,0.3243663012981415,0.34219269102990035,0.3432658314704895,0.3656884875846501,Decline,Decline
0,0.17295430600643158,0.28160919540229884,0.15682101249694824,0.17045454545454544,Decline,Review
0,0.34458813071250916,0.3584905660377358,0.3117239773273468,0.3607843137254902,Decline,Decline
0,0.4661587178707123,0.48444444444444446,0.4511208236217499,0.4440894568690096,Decline,Decline
0,0.33719637989997864,0.3548387096774194,0.3570064604282379,0.3656884875846501,Decline,Decline
0,0.04958759620785713,0.04950495049504951,0.05435699597001076,0.0,Approve,Approve
0,0.45017990469932556,0.48444444444444446,0.5875446200370789,0.5667828106852498,Decline,Decline
0,0.7355136275291443,0.7084548104956269,0.7284671068191528,0.6936936936936937,Decline,Decline
0,0.29607656598091125,0.34219269102990035,0.30729007720947266,0.3607843137254902,Decline,Decline
0,0.6965124607086182,0.6575342465753424,0.7459208369255066,0.7115384615384616,Decline,Decline
0,0.6900092959403992,0.6575342465753424,0.6121458411216736,0.5667828106852498,Decline,Decline
0,0.42235705256462097,0.4322033898305085,0.48461946845054626,0.48325358851674644,Decline,Decline
0,0.660493791103363,0.5964912280701754,0.6170567870140076,0.5667828106852498,Decline,Decline
0,0.34772899746894836,0.3584905660377358,0.3537146747112274,0.3656884875846501,Decline,Decline
0,0.25487568974494934,0.31865284974093266,0.32269513607025146,0.3607843137254902,Decline,Decline
0,0.5286438465118408,0.5532994923857869,0.4188816547393799,0.4166666666666667,Decline,Decline
0,0.35458904504776,0.3620689655172414,0.33998724818229675,0.3656884875846501,Decline,Decline
0,0.3437662720680237,0.3584905660377358,0.32166025042533875,0.3607843137254902,Decline,Decline
0,0.3671908974647522,0.37333333333333335,0.4678756892681122,0.47674418604651164,Decline,Decline
0,0.14394403994083405,0.17777777777777778,0.1407555341720581,0.17045454545454544,Review,Review
0,0.09554103761911392,0.04950495049504951,0.09669733792543411,0.12790697674418605,Approve,Review
0,0.8900750279426575,0.7972350230414746,0.8283464908599854,0.7657992565055762,Decline,Decline
0,0.25325560569763184,0.31865284974093266,0.20144979655742645,0.27439024390243905,Decline,Decline
0,0.560822606086731,0.5532994923857869,0.5291560292243958,0.5552050473186118,Decline,Decline
0,0.5195696353912354,0.5202702702702703,0.4468103051185608,0.4440894568690096,Decline,Decline
0,0.18088562786579132,0.28160919540229884,0.14632782340049744,0.17045454545454544,Decline,Review
0,0.4828823506832123,0.4900398406374503,0.4852638244628906,0.48325358851674644,Decline,Decline
0,0.5538715720176697,0.5532994923857869,0.5198462009429932,0.5552050473186118,Decline,Decline
0,0.6557933688163757,0.5964912280701754,0.586824357509613,0.5667828106852498,Decline,Decline
0,0.5771749019622803,0.5532994923857869,0.5094677805900574,0.5552050473186118,Decline,Decline
0,0.37654173374176025,0.37333333333333335,0.33948540687561035,0.3656884875846501,Decline,Decline
0,0.6886659264564514,0.6575342465753424,0.7602277398109436,0.7115384615384616,Decline,Decline
0,0.5232113003730774,0.5202702702702703,0.5161817073822021,0.5552050473186118,Decline,Decline
0,0.7197257280349731,0.7084548104956269,0.7316817045211792,0.6936936936936937,Decline,Decline
0,0.3393506407737732,0.3548387096774194,0.5754453539848328,0.5667828106852498,Decline,Decline
0,0.5497744679450989,0.5532994923857869,0.7150928378105164,0.6691176470588235,Decline,Decline
0,0.17390969395637512,0.28160919540229884,0.17531386017799377,0.27439024390243905,Decline,Decline
0,0.5153380632400513,0.5202702702702703,0.6387700438499451,0.5667828106852498,Decline,Decline
0,0.25567111372947693,0.31865284974093266,0.2811754643917084,0.3607843137254902,Decline,Decline
0,0.28700166940689087,0.34219269102990035,0.28303343057632446,0.3607843137254902,Decline,Decline
0,0.42481347918510437,0.4322033898305085,0.38325151801109314,0.3656884875846501,Decline,Decline
0,0.5204013586044312,0.5202702702702703,0.5289628505706787,0.5552050473186118,Decline,Decline
0,0.07085122913122177,0.04950495049504951,0.06066448986530304,0.0,Approve,Approve
0,0.5011335611343384,0.4900398406374503,0.46626919507980347,0.47674418604651164,Decline,Decline
0,0.3229067325592041,0.34219269102990035,0.3500557243824005,0.3656884875846501,Decline,Decline
0,0.3332265317440033,0.3548387096774194,0.2956615686416626,0.3607843137254902,Decline,Decline
0,0.48564353585243225,0.4900398406374503,0.5268164873123169,0.5552050473186118,Decline,Decline
0,0.6989749073982239,0.7084548104956269,0.7474979162216187,0.7115384615384616,Decline,Decline
0,0.49201104044914246,0.4900398406374503,0.4368177056312561,0.4440894568690096,Decline,Decline
0,0.21952320635318756,0.31865284974093266,0.2708433270454407,0.3607843137254902,Decline,Decline
0,0.6420210003852844,0.5789473684210527,0.523781955242157,0.5552050473186118,Decline,Decline
0,0.6562397480010986,0.5964912280701754,0.7402046322822571,0.7115384615384616,Decline,Decline
0,0.13345451653003693,0.17777777777777778,0.18536853790283203,0.27439024390243905,Review,Decline
0,0.5777193307876587,0.5532994923857869,0.6501538753509521,0.6,Decline,Decline
0,0.7660495042800903,0.726027397260274,0.808878481388092,0.7657992565055762,Decline,Decline
0,0.34380486607551575,0.3584905660377358,0.3526434600353241,0.3656884875846501,Decline,Decline
0,0.5523372888565063,0.5532994923857869,0.4821772873401642,0.48325358851674644,Decline,Decline
0,0.3810533583164215,0.375,0.3087238371372223,0.3607843137254902,Decline,Decline
0,0.23999789357185364,0.31865284974093266,0.31086549162864685,0.3607843137254902,Decline,Decline
0,0.4176238477230072,0.4322033898305085,0.46586111187934875,0.47674418604651164,Decline,Decline
0,0.3401825726032257,0.3548387096774194,0.3533829152584076,0.3656884875846501,Decline,Decline
0,0.4852822422981262,0.4900398406374503,0.42670997977256775,0.4440894568690096,Decline,Decline
0,0.928025484085083,0.84,0.9053270816802979,0.8333333333333334,Decline,Decline
0,0.44155949354171753,0.48444444444444446,0.5086156725883484,0.5167785234899329,Decline,Decline
0,0.4845616817474365,0.4900398406374503,0.4675483703613281,0.47674418604651164,Decline,Decline
0,0.1985291689634323,0.28160919540229884,0.16094189882278442,0.27439024390243905,Decline,Decline
0,0.30213916301727295,0.34219269102990035,0.3178156912326813,0.3607843137254902,Decline,Decline
0,0.6022229790687561,0.5596590909090909,0.45476430654525757,0.4440894568690096,Decline,Decline
0,0.5041125416755676,0.4900398406374503,0.5471323728561401,0.5667828106852498,Decline,Decline
0,0.08162758499383926,0.04950495049504951,0.07214199751615524,0.0,Approve,Approve
0,0.49154040217399597,0.4900398406374503,0.5496957898139954,0.5667828106852498,Decline,Decline
0,0.3109270930290222,0.34219269102990035,0.38377994298934937,0.3656884875846501,Decline,Decline
0,0.40159693360328674,0.4322033898305085,0.3663310706615448,0.3656884875846501,Decline,Decline
0,0.5398589372634888,0.5532994923857869,0.5753312706947327,0.5667828106852498,Decline,Decline
0,0.15061542391777039,0.17777777777777778,0.19483786821365356,0.27439024390243905,Review,Decline
0,0.5578218698501587,0.5532994923857869,0.5341300964355469,0.5552050473186118,Decline,Decline
0,0.35608038306236267,0.3620689655172414,0.4410000145435333,0.4440894568690096,Decline,Decline
0,0.2906651496887207,0.34219269102990035,0.28581079840660095,0.3607843137254902,Decline,Decline
0,0.11399645358324051,0.17777777777777778,0.11032013595104218,0.12790697674418605,Review,Review
0,0.6530150175094604,0.5964912280701754,0.5820420980453491,0.5667828106852498,Decline,Decline
0,0.5612471699714661,0.5532994923857869,0.5602787137031555,0.5667828106852498,Decline,Decline
0,0.5451492667198181,0.5532994923857869,0.5935324430465698,0.5667828106852498,Decline,Decline
0,0.43626585602760315,0.48444444444444446,0.39578115940093994,0.3989071038251366,Decline,Decline
0,0.05657454952597618,0.04950495049504951,0.051388051360845566,0.0,Approve,Approve
0,0.24032451212406158,0.31865284974093266,0.18928080797195435,0.27439024390243905,Decline,Decline
0,0.2523673474788666,0.31865284974093266,0.4021804630756378,0.3989071038251366,Decline,Decline
0,0.5287013053894043,0.5532994923857869,0.38107988238334656,0.3656884875846501,Decline,Decline
0,0.48644059896469116,0.4900398406374503,0.4964737892150879,0.5167785234899329,Decline,Decline
0,0.3159795105457306,0.34219269102990035,0.23650476336479187,0.2823529411764705,Decline,Decline
0,0.20037215948104858,0.28160919540229884,0.20306085050106049,0.27439024390243905,Decline,Decline
0,0.5363137722015381,0.5532994923857869,0.47919416427612305,0.48325358851674644,Decline,Decline
0,0.43046125769615173,0.48444444444444446,0.45283982157707214,0.4440894568690096,Decline,Decline
0,0.15717214345932007,0.28160919540229884,0.15339475870132446,0.17045454545454544,Decline,Review
0,0.6072453260421753,0.5596590909090909,0.4962146580219269,0.5167785234899329,Decline,Decline
0,0.44576001167297363,0.48444444444444446,0.44787657260894775,0.4440894568690096,Decline,Decline
0,0.2882877290248871,0.34219269102990035,0.35418134927749634,0.3656884875846501,Decline,Decline
0,0.1643224060535431,0.28160919540229884,0.11967279016971588,0.12790697674418605,Decline,Review
0,0.6681618690490723,0.5964912280701754,0.6449674963951111,0.5667828106852498,Decline,Decline
0,0.6086286902427673,0.5596590909090909,0.6424484848976135,0.5667828106852498,Decline,Decline
0,0.3682883381843567,0.37333333333333335,0.44182100892066956,0.4440894568690096,Decline,Decline
0,0.5812578201293945,0.5532994923857869,0.6260531544685364,0.5667828106852498,Decline,Decline
0,0.17784005403518677,0.28160919540229884,0.17407967150211334,0.27439024390243905,Decline,Decline
0,0.18308977782726288,0.28160919540229884,0.17381706833839417,0.27439024390243905,Decline,Decline
0,0.7579509615898132,0.726027397260274,0.8175874352455139,0.7657992565055762,Decline,Decline
0,0.34834733605384827,0.3584905660377358,0.42580196261405945,0.4440894568690096,Decline,Decline
0,0.5074713826179504,0.4900398406374503,0.5068123936653137,0.5167785234899329,Decline,Decline
0,0.4454899728298187,0.48444444444444446,0.5398257374763489,0.5552050473186118,Decline,Decline
0,0.1938493698835373,0.28160919540229884,0.22757792472839355,0.2823529411764705,Decline,Decline
0,0.464565247297287,0.48444444444444446,0.48279890418052673,0.48325358851674644,Decline,Decline
0,0.7422469854354858,0.7084548104956269,0.742733359336853,0.7115384615384616,Decline,Decline
0,0.26251447200775146,0.31865284974093266,0.25990739464759827,0.3607843137254902,Decline,Decline
0,0.15064360201358795,0.17777777777777778,0.1760544627904892,0.27439024390243905,Review,Decline
0,0.7500709295272827,0.7084548104956269,0.7236483097076416,0.6936936936936937,Decline,Decline
0,0.09530472010374069,0.04950495049504951,0.09252367913722992,0.12790697674418605,Approve,Review
0,0.41085201501846313,0.4322033898305085,0.37032800912857056,0.3656884875846501,Decline,Decline
0,0.6074330806732178,0.5596590909090909,0.619985818862915,0.5667828106852498,Decline,Decline
0,0.31783783435821533,0.34219269102990035,0.2713511884212494,0.3607843137254902,Decline,Decline
0,0.2838439643383026,0.31865284974093266,0.2568296492099762,0.3607843137254902,Decline,Decline
0,0.5857746601104736,0.5532994923857869,0.6429844498634338,0.5667828106852498,Decline,Decline
0,0.22507989406585693,0.31865284974093266,0.23463109135627747,0.2823529411764705,Decline,Decline
0,0.48577794432640076,0.4900398406374503,0.5512199401855469,0.5667828106852498,Decline,Decline
0,0.2958613336086273,0.34219269102990035,0.2835371494293213,0.3607843137254902,Decline,Decline
0,0.47450077533721924,0.48444444444444446,0.41747790575027466,0.4166666666666667,Decline,Decline
0,0.784548819065094,0.7647058823529411,0.7368452548980713,0.7115384615384616,Decline,Decline
0,0.35580798983573914,0.3620689655172414,0.37879276275634766,0.3656884875846501,Decline,Decline
0,0.5049734711647034,0.4900398406374503,0.5973989963531494,0.5667828106852498,Decline,Decline
0,0.46441638469696045,0.48444444444444446,0.45683732628822327,0.4440894568690096,Decline,Decline
0,0.3806058168411255,0.37333333333333335,0.40345510840415955,0.3989071038251366,Decline,Decline
0,0.3622884452342987,0.37333333333333335,0.2975582182407379,0.3607843137254902,Decline,Decline
0,0.33408302068710327,0.3548387096774194,0.4068004786968231,0.3989071038251366,Decline,Decline
0,0.31660547852516174,0.34219269102990035,0.3717632591724396,0.3656884875846501,Decline,Decline
0,0.3754880726337433,0.37333333333333335,0.3597300946712494,0.3656884875846501,Decline,Decline
0,0.319832980632782,0.34219269102990035,0.30479303002357483,0.3607843137254902,Decline,Decline
0,0.15605711936950684,0.25,0.14111195504665375,0.17045454545454544,Review,Review
0,0.15343858301639557,0.17777777777777778,0.09053149819374084,0.12790697674418605,Review,Review
0,0.6807245016098022,0.5964912280701754,0.7140235304832458,0.6691176470588235,Decline,Decline
0,0.3795018792152405,0.37333333333333335,0.3379043638706207,0.3656884875846501,Decline,Decline
0,0.31331324577331543,0.34219269102990035,0.26036906242370605,0.3607843137254902,Decline,Decline
0,0.2152458131313324,0.2972972972972973,0.17629332840442657,0.27439024390243905,Decline,Decline
0,0.3875235617160797,0.4322033898305085,0.2919134795665741,0.3607843137254902,Decline,Decline
0,0.32790759205818176,0.34219269102990035,0.297371506690979,0.3607843137254902,Decline,Decline
0,0.539372980594635,0.5532994923857869,0.5331817865371704,0.5552050473186118,Decline,Decline
0,0.19594170153141022,0.28160919540229884,0.25016239285469055,0.3607843137254902,Decline,Decline
0,0.5945591926574707,0.5596590909090909,0.502769410610199,0.5167785234899329,Decline,Decline
0,0.2985604405403137,0.34219269102990035,0.29716163873672485,0.3607843137254902,Decline,Decline
0,0.3937150537967682,0.4322033898305085,0.3198986053466797,0.3607843137254902,Decline,Decline
0,0.4969182312488556,0.4900398406374503,0.3531137704849243,0.3656884875846501,Decline,Decline
0,0.6406434178352356,0.5609756097560976,0.58157879114151,0.5667828106852498,Decline,Decline
0,0.4346107542514801,0.48444444444444446,0.45574289560317993,0.4440894568690096,Decline,Decline
0,0.4125926196575165,0.4322033898305085,0.38202008605003357,0.3656884875846501,Decline,Decline
0,0.6794536709785461,0.5964912280701754,0.6765131950378418,0.6386292834890965,Decline,Decline
0,0.3535436689853668,0.3620689655172414,0.31273403763771057,0.3607843137254902,Decline,Decline
0,0.20506919920444489,0.28160919540229884,0.25177210569381714,0.3607843137254902,Decline,Decline
0,0.8491843342781067,0.7972350230414746,0.8975614905357361,0.8333333333333334,Decline,Decline
0,0.13504718244075775,0.17777777777777778,0.09305375814437866,0.12790697674418605,Review,Review
0,0.225511372089386,0.31865284974093266,0.1940794587135315,0.27439024390243905,Decline,Decline
0,0.4610220491886139,0.48444444444444446,0.5495873093605042,0.5667828106852498,Decline,Decline
0,0.3873478174209595,0.4322033898305085,0.4059024155139923,0.3989071038251366,Decline,Decline
0,0.257041335105896,0.31865284974093266,0.23177559673786163,0.2823529411764705,Decline,Decline
0,0.478580504655838,0.48444444444444446,0.5208795070648193,0.5552050473186118,Decline,Decline
0,0.6801910400390625,0.5964912280701754,0.7306656837463379,0.6936936936936937,Decline,Decline
0,0.48725977540016174,0.4900398406374503,0.48164793848991394,0.48325358851674644,Decline,Decline
0,0.4992155134677887,0.4900398406374503,0.47932612895965576,0.48325358851674644,Decline,Decline
0,0.33068427443504333,0.3548387096774194,0.32734349370002747,0.3607843137254902,Decline,Decline
0,0.22221337258815765,0.31865284974093266,0.21427735686302185,0.2823529411764705,Decline,Decline
0,0.08913982659578323,0.04950495049504951,0.06150593236088753,0.0,Approve,Approve
0,0.14406633377075195,0.17777777777777778,0.15245895087718964,0.17045454545454544,Review,Review
0,0.48459485173225403,0.4900398406374503,0.4821765124797821,0.48325358851674644,Decline,Decline
0,0.5183119773864746,0.5202702702702703,0.4452158212661743,0.4440894568690096,Decline,Decline
0,0.06917905807495117,0.04950495049504951,0.08250682055950165,0.12790697674418605,Approve,Review
0,0.6762580871582031,0.5964912280701754,0.47545287013053894,0.48325358851674644,Decline,Decline
0,0.4506281018257141,0.48444444444444446,0.4721207320690155,0.48325358851674644,Decline,Decline
0,0.5639168620109558,0.5532994923857869,0.6172353029251099,0.5667828106852498,Decline,Decline
0,0.2983129620552063,0.34219269102990035,0.36829984188079834,0.3656884875846501,Decline,Decline
0,0.34256264567375183,0.3584905660377358,0.2927783727645874,0.3607843137254902,Decline,Decline
0,0.476999968290329,0.48444444444444446,0.5184972882270813,0.5552050473186118,Decline,Decline
0,0.29726487398147583,0.34219269102990035,0.32628172636032104,0.3607843137254902,Decline,Decline
0,0.21480482816696167,0.2972972972972973,0.20650368928909302,0.27439024390243905,Decline,Decline
0,0.3585200607776642,0.3620689655172414,0.3848208487033844,0.3656884875846501,Decline,Decline
0,0.15911535918712616,0.28160919540229884,0.1670319139957428,0.27439024390243905,Decline,Decline
0,0.4552105963230133,0.48444444444444446,0.5925092101097107,0.5667828106852498,Decline,Decline
0,0.5251196622848511,0.5532994923857869,0.4737810492515564,0.48325358851674644,Decline,Decline
0,0.7097222208976746,0.7084548104956269,0.6460411548614502,0.5667828106852498,Decline,Decline
0,0.4435417652130127,0.48444444444444446,0.4748193621635437,0.48325358851674644,Decline,Decline
0,0.4475306570529938,0.48444444444444446,0.4755517840385437,0.48325358851674644,Decline,Decline
0,0.14126943051815033,0.17777777777777778,0.1772114634513855,0.27439024390243905,Review,Decline
0,0.39195379614830017,0.4322033898305085,0.4629489481449127,0.47674418604651164,Decline,Decline
0,0.17377424240112305,0.28160919540229884,0.1347324252128601,0.17045454545454544,Decline,Review
0,0.5093882083892822,0.5202702702702703,0.5077253580093384,0.5167785234899329,Decline,Decline
0,0.2845461070537567,0.31865284974093266,0.26382938027381897,0.3607843137254902,Decline,Decline
0,0.4250427484512329,0.4322033898305085,0.4596555829048157,0.4440894568690096,Decline,Decline
0,0.5235602259635925,0.5202702702702703,0.5550717711448669,0.5667828106852498,Decline,Decline
0,0.6782255172729492,0.5964912280701754,0.690955638885498,0.6386292834890965,Decline,Decline
0,0.80827796459198,0.7647058823529411,0.731580376625061,0.6936936936936937,Decline,Decline
0,0.42474424839019775,0.4322033898305085,0.3463910222053528,0.3656884875846501,Decline,Decline
0,0.4377250671386719,0.48444444444444446,0.4150213897228241,0.3989071038251366,Decline,Decline
0,0.6529829502105713,0.5964912280701754,0.6005783081054688,0.5667828106852498,Decline,Decline
0,0.24034732580184937,0.31865284974093266,0.1633869856595993,0.27439024390243905,Decline,Decline
0,0.6725702285766602,0.5964912280701754,0.5922434329986572,0.5667828106852498,Decline,Decline
0,0.5593944191932678,0.5532994923857869,0.5749674439430237,0.5667828106852498,Decline,Decline
0,0.47634899616241455,0.48444444444444446,0.5022281408309937,0.5167785234899329,Decline,Decline
0,0.21074189245700836,0.2972972972972973,0.2690475881099701,0.3607843137254902,Decline,Decline
0,0.12194947898387909,0.17777777777777778,0.10871955007314682,0.12790697674418605,Review,Review
0,0.6056811809539795,0.5596590909090909,0.531959593296051,0.5552050473186118,Decline,Decline
0,0.6238706707954407,0.5596590909090909,0.6169270873069763,0.5667828106852498,Decline,Decline
0,0.501570999622345,0.4900398406374503,0.5370782017707825,0.5552050473186118,Decline,Decline
0,0.6768606901168823,0.5964912280701754,0.534132182598114,0.5552050473186118,Decline,Decline
0,0.6081613302230835,0.5596590909090909,0.715692400932312,0.6691176470588235,Decline,Decline
0,0.39675554633140564,0.4322033898305085,0.35711219906806946,0.3656884875846501,Decline,Decline
0,0.8107457756996155,0.7647058823529411,0.8246095776557922,0.7657992565055762,Decline,Decline
0,0.23139874637126923,0.31865284974093266,0.304918497800827,0.3607843137254902,Decline,Decline
0,0.7654523849487305,0.726027397260274,0.725659191608429,0.6936936936936937,Decline,Decline
0,0.5989230275154114,0.5596590909090909,0.6661101579666138,0.6386292834890965,Decline,Decline
0,0.4851171672344208,0.4900398406374503,0.5577316284179688,0.5667828106852498,Decline,Decline
0,0.09448392689228058,0.04950495049504951,0.0843440592288971,0.12790697674418605,Approve,Review
0,0.6145449280738831,0.5596590909090909,0.5091202259063721,0.5552050473186118,Decline,Decline
0,0.4334500730037689,0.48444444444444446,0.3686608672142029,0.3656884875846501,Decline,Decline
0,0.6537680625915527,0.5964912280701754,0.5285140872001648,0.5552050473186118,Decline,Decline
0,0.46055328845977783,0.48444444444444446,0.45966869592666626,0.4440894568690096,Decline,Decline
0,0.5599077343940735,0.5532994923857869,0.5436460375785828,0.5552050473186118,Decline,Decline
0,0.1847037971019745,0.28160919540229884,0.19957631826400757,0.27439024390243905,Decline,Decline
0,0.41127029061317444,0.4322033898305085,0.35910090804100037,0.3656884875846501,Decline,Decline
0,0.6822665333747864,0.5964912280701754,0.5869347453117371,0.5667828106852498,Decline,Decline
0,0.38609352707862854,0.4322033898305085,0.32378268241882324,0.3607843137254902,Decline,Decline
0,0.47168466448783875,0.48444444444444446,0.5404690504074097,0.5552050473186118,Decline,Decline
0,0.26795411109924316,0.31865284974093266,0.3613862693309784,0.3656884875846501,Decline,Decline
0,0.7017555236816406,0.7084548104956269,0.7582666873931885,0.7115384615384616,Decline,Decline
0,0.3302839398384094,0.3548387096774194,0.32873252034187317,0.3607843137254902,Decline,Decline
0,0.13857576251029968,0.17777777777777778,0.21625348925590515,0.2823529411764705,Review,Decline
0,0.34900370240211487,0.3584905660377358,0.3786742687225342,0.3656884875846501,Decline,Decline
0,0.7954146265983582,0.7647058823529411,0.7951326370239258,0.7657992565055762,Decline,Decline
0,0.3012782335281372,0.34219269102990035,0.23626719415187836,0.2823529411764705,Decline,Decline
0,0.6758699417114258,0.5964912280701754,0.6123487949371338,0.5667828106852498,Decline,Decline
0,0.7177513241767883,0.7084548104956269,0.677529513835907,0.6386292834890965,Decline,Decline
0,0.7140703201293945,0.7084548104956269,0.721244215965271,0.6936936936936937,Decline,Decline
0,0.10846934467554092,0.04950495049504951,0.11500527709722519,0.12790697674418605,Approve,Review
0,0.23415404558181763,0.31865284974093266,0.23292775452136993,0.2823529411764705,Decline,Decline
0,0.3572721779346466,0.3620689655172414,0.41105228662490845,0.3989071038251366,Decline,Decline
